f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,caudal
0.6858314970017747,0.1941244806887611,0.5658604379429205,0.09850760943446081,0.0,0.7927430687916656,0.4470774070890363,0.7454334263331835,0.5700578533620367,0.6837136274501374,0.7480199619203708,0.21422088561998542,0.6733627898188037,0.5422724777734984,0.4970490488037782,0.7018945210956964,0.27213478038675326,0.8837448942469335,0.5926486869766495,0.5702459498005042,0.2426439517067649,0.10420643812523543,0.37029165958037624,0.49349941957759763,0.755807966698462,0.2755369991613546,0.40082286454365085,0.6282991008951279,0.25512530358164315,0.7029967637351228,0.9002982163335321,0.910156765930645,0.41753213819022666,0.06201273697101968,0.8123246460296923,0.631885329004083,0.28670477213512563,0.48437914587459374,0.48893244378463774,0.8939409134432994,0.1828604027497369,0.8056740542440695,0.748533185558032,0.7757342739860802,0.6927347009438246,0.5274502705622552,0.19828629113502572,0.5668299155423339,0.970341569010841,0.9967763402608563,0.017972638649574213,0.8855690455779951,0.9377711049215885,0.6877204700223545,0.1099491404868438,0.7871261617850704,0.33660987760253325,0.2215586772518154,0.7354268678804396,0.17277030103044905,0.03468816859897858,0.5574948602093588,0.9379478825469338,0.07982642035321764,0.7672313921623704,0.04276527342913033,0.01462236979271917,0.49936309619890185,0.6581706511286024,0.8057928409857466,0.8115338984199414,0.4620924931709884,0.45824975172556665,0.6831432903579886,0.12925436288401443,0.24573132094688147,0.03348193888578632,0.624718843130962,0.9853583434699689,0.6089336148228041,0.6532653228060151,0.17341883340344108,0.45546311362260594,0.7342733825430214,0.7480362138491041,0.9390351618585336,0.6856593882397154,0.35227451548149535,0.4149812897674631,0.004544855711750262,0.1644147961779872,0.10212721479625025,0.8259735279273256,0.3625814495248223,0.4569219022781987,0.9599934457132528,0.03230992978310023,0.19048011175445756,0.4568373131894702,0.39680587375523935,13.177408355937661
0.23097189326198164,0.6688132739012952,0.9759719790504272,0.4770500215505865,0.20277494752705003,0.01855473437127658,0.8736281171336041,0.949785164881927,0.06516387086625024,0.7040111395834294,0.26165326756603874,0.42917796906871075,0.35563486735549155,0.12407403549358498,0.7781084900003352,0.44450529564411323,0.46142919747434796,0.3425391307425276,0.8226096265075402,0.38529255275999647,0.8336815812679449,0.7685242917325186,0.8350028832458645,0.5373341426635642,0.9172684024437059,0.89154492033602,0.16072047906844078,0.17052101997384006,0.6808225927635008,0.42422572722626034,0.15016089395307045,0.0010246165471680675,0.6425554486028033,0.5886056807742851,0.14417659363928292,0.3505839169998397,0.9276628948795301,0.03241464863364344,0.5082604447276384,0.47850176372732933,0.18236501992380338,0.556786143042451,0.8104394981852941,0.7319832908943225,0.9113787427114025,0.206712404047059,0.4371609444885398,0.7671523567158655,0.13616919294632357,0.2506049822878169,0.5329515951325468,0.1713988193063161,0.6514817634159772,0.5389755937334146,0.19109391964534006,0.9596276683454179,0.10957938181072127,0.003118402421722738,0.09596469075564933,0.6732296060832018,0.0192605303701402,0.18112083215992433,0.3390375695298963,0.6020500604480249,0.13783199834647772,0.21009951186152126,0.04117004545368517,0.48194474056826675,0.030097308411056022,0.4762422380434827,0.7671496578317711,0.756527899562774,0.1970089977631386,0.2141781442276391,0.08733270642729735,0.22016702204011673,0.001687919332081053,0.7049331324466679,0.10889059203816327,0.20468772355366935,0.689784880630173,0.30716018766929404,0.6315633557324298,0.9155588036684632,0.0015195104762199838,0.9278881151762116,0.3391059239217744,0.758138376688102,0.7524688290574189,0.2549349017798903,0.45426279750306414,0.8926334345703071,0.20257135204754892,0.6127198646316603,0.330064121617149,0.4402419871890478,0.4067306449843862,0.23786340171128992,0.11969648465722996,0.6811155430876642,8.457201649337565
0.28122655837904004,0.44162998941997206,0.9814096529429359,0.4081578591947487,0.16466536829254816,0.5989006566961256,0.37722124673523794,0.3257097119970441,0.6084864944516952,0.3182994326334559,0.8682729738435129,0.29251979152757923,0.1745627754967931,0.43584224152765866,0.5385679829080546,0.3648613123063315,0.6701293241674233,0.670461588855004,0.1248961612887374,0.2287392876488873,0.5438330789862053,0.8003035367570928,0.769629597803321,0.0052666117286327314,0.49149114711125585,0.1482942213941345,0.39633499834809843,0.41838567150850264,0.7346096870465507,0.8466128067180196,0.6065921319641657,0.6049602555708438,0.8648702907772009,0.29650185813239405,0.3848840693083873,0.8292040903365271,0.5196352420377304,0.5855880291881344,0.1415301110980749,0.021613950015349655,0.9138369864041435,0.659404704848965,0.6030551240885877,0.8642449514716272,0.19604383046944282,0.9004037840186077,0.9674239212171716,0.514289283595031,0.6296340919571605,0.06256347668867568,0.4591936043859382,0.004306632859538451,0.6237405428992292,0.14661407301402687,0.1898381722571553,0.0869727574893152,0.23694449245968044,0.7347820817633278,0.43103464985097184,0.8641737310798344,0.4473965759850269,0.013911030160666953,0.5712772737896782,0.6186589340651584,0.32237257428228994,0.9418496752889719,0.6009109593292109,0.2971097624561336,0.2683524565782173,0.6139844552348181,0.26866269619823235,0.728134257932345,0.9792655750177357,0.7627901739548304,0.3184005060223294,0.10077358952673848,0.2682966256605709,0.5308203210397477,0.1992164280607206,0.2656104561777143,0.9124337290399135,0.8000580322157916,0.6229757369898749,0.2585055895763924,0.4989057567400771,0.8969207859202588,0.34841812328275246,0.8377294877531355,0.7338565592019015,0.43769708404863744,0.41897539418120866,0.25453391459988445,0.14871846292145963,0.6913409870601558,0.2332007402630527,0.8455173510826236,0.3217498059413547,0.8364435806219072,0.4510606117916022,0.19785428756379259,13.751695363748121
0.39780804197970526,0.27470558683259316,0.6599070496401676,0.281503778040578,0.5106836300223254,0.37290440885713866,0.5546867637606259,0.19840806061297395,0.7127502813485056,0.31141503237666907,0.6122978204081356,0.2664659763333469,0.8857377046205868,0.1772249937696059,0.1945407678187698,0.2335601449155506,0.24490760568817116,0.6236940851011267,0.28992902969810763,0.6183876168956598,0.07152308969884026,0.7690197042915422,0.3368671160024035,0.01271814026889749,0.837288447660758,0.5151596343179252,0.7756254370142296,0.24887218865872893,0.0993106619081646,0.5682229048271796,0.7257217384923235,0.36421620256210757,0.9355506021128317,0.4133512975762338,0.981166726384689,0.883152348269246,0.4717622333129899,0.48818198956919445,0.5846346390479326,0.3044798909629067,0.41923097940446385,0.9825540289062121,0.6741242561977234,0.9073548942351795,0.32745391289066533,0.8366398240189797,0.8285555472830227,0.41575793561743934,0.6588236100942593,0.7450079038004117,0.8043268506146994,0.24656805144099156,0.6370157313542495,0.5293060337184623,0.9177451962331488,0.36392869048626686,0.42835216209277993,0.23607015981068954,0.8395547783228163,0.4142569242449388,0.5335704637869163,0.9235938768747144,0.8858849992373479,0.8850493295983094,0.5970550567045807,0.3560900100832143,0.9250426324595761,0.16471405760275168,0.4318175332994743,0.385558037286538,0.3619518490384176,0.08182798563896186,0.4307251401823297,0.7312016690528538,0.856574297316065,0.6028062300967898,0.5032473899084693,0.4936417500356238,0.729611900441345,0.15754828084341108,0.8678752021212549,0.9722841632718523,0.37959415963861687,0.6551170002167332,0.9113583249319877,0.962451250932623,0.9256559673239263,0.7479192947385482,0.5014530243013049,0.3933548059818745,0.14498748196378733,0.6134525769691557,0.5338510760836779,0.30992568921015357,0.8010913337037452,0.7142448434572328,0.15167324722573872,0.9145897154911485,0.29828836754417415,0.2991398973728481,5.071069523837302
0.518536671997653,0.1078901424937554,0.47868921880066967,0.7122676231931613,0.11457918702828547,0.23209848325720445,0.8703186285365304,0.7629725671517875,0.019106365501459777,0.9295597226266761,0.7404408504851595,0.35432581833435994,0.31316157439810705,0.5518772190828877,0.09506096460658922,0.959148627335062,0.42385982329405364,0.19162026666487247,0.0708657662630817,0.471357664032223,0.9270863652673054,0.13876463025566146,0.22253915536224794,0.018228802258147717,0.6566650071997557,0.5178324513458807,0.46105863972909406,0.708583642096464,0.919339023151701,0.35198510484531265,0.7382127358265013,0.9083279229791182,0.7097918794545371,0.5357757429431069,0.7907834833150943,0.6405947176391918,0.18760150245867158,0.5059012736182458,0.8294313962804851,0.5700717657033336,0.6846649902616003,0.18780410913893794,0.9716420398783399,0.39016644066876965,0.7304988445781344,0.5256176798275078,0.30738302817089647,0.3041548477875914,0.7064851919329681,0.6328973486528384,0.49560644762185907,0.6443596545084901,0.8005766556337524,0.4011432460407477,0.7768207702513857,0.7626328257259524,0.926232010156878,0.27747018529944556,0.051926693794955715,0.7489142318190465,0.21121608502610734,0.22540758964320518,0.30025009727797014,0.588479955386045,0.3313023407822592,0.8593871300980889,0.686333707662581,0.7377814723031492,0.510778681045788,0.8003598369020959,0.7825978560248688,0.4371985326890119,0.44916065472271655,0.04607928035508176,0.5533935708992811,0.8613696172324589,0.6747411506460674,0.6199880259921106,0.6782425299452945,0.5603168102910459,0.5780136745208991,0.5312588844894669,0.06888687325517255,0.38762295766464805,0.013704900883784659,0.2985440387132215,0.3928143265682196,0.49368031422326775,0.7342329790020213,0.262018527689428,0.10611316293553301,0.6972854543089043,0.21740757447884484,0.9082835103457205,0.549903345842541,0.02062339730403204,0.04941523408204216,0.24565479712041371,0.013477572815129202,0.39335142040350257,6.275361082799992
0.026302565032999874,0.6673812253966659,0.0745494065925131,0.11235088386019908,0.9902373797108835,0.16596886534202251,0.5232815456191346,0.4999870866172624,0.519516345957938,0.14590030545876076,0.6669568606629893,0.7964276637081681,0.9158701543183608,0.32071953419816884,0.17012824126829756,0.7626642384142314,0.4609808103402868,0.9959522615065066,0.9441980589731351,0.21632439784066923,0.6737242805933518,0.03309769102134756,0.0,0.09348002555285745,0.9387666540023477,0.1282331448930486,0.8980747313246784,0.24208138662261292,0.33540816882872926,0.4906228590344962,0.3562936635577084,0.008958207949142535,0.4883654356651088,0.43218816184578984,0.3488025077047637,0.26506289317773035,0.15740822948966587,0.0965547633439504,0.737670488976717,0.093156572051829,0.5576529682955279,0.9074399441378036,0.5833216377313574,0.42470640689064465,0.12354878539838474,0.77613540854902,0.09566458530383953,0.6512186485926492,0.6039262584488346,0.8327720088261457,0.6357530880537398,0.7350755009687934,0.895954795415254,0.5568944777223682,0.014737026114187524,0.2364248991296983,0.09391328257945254,0.7819855670343797,0.9695837175504215,0.6948797692802432,0.6561397195097542,0.04583791364705433,0.29578644174555524,0.03755093481629886,0.7861957286126,0.4388635763064341,0.7308296983811271,0.6850582108466768,0.6568852329281397,0.16263515762918168,0.2002370673462618,0.6977109610665044,0.6140430560701519,0.8956105917433994,0.23949335078801814,0.02769800780685305,0.13841888455586326,0.03842497259615986,0.6141831768142013,0.47161650783072034,0.39428068659870674,0.014393500093619623,0.9437436685088608,0.3069682206763527,0.6994128080407966,0.3420680928491677,0.6162091990688381,0.8912406497257587,0.2961039922834502,0.4911884817561898,0.12213978142533621,0.2659039556577296,0.5765825279859516,0.24034852955117836,0.8941237023339179,0.04661573178742922,0.7173468589335487,0.5452636260839023,0.056295194456823267,0.9933122407079893,10.349905096234506
0.36169666503986314,0.773670541746171,0.932620679617815,0.25912595864790294,0.8143616008229684,0.19286854255085004,0.5960815083225512,0.9576389721794222,0.5628177272890245,0.9487917205016396,0.443498018375172,0.6094898792492112,0.5942355109155502,0.7097129500104782,0.635935120717895,0.1185582249129864,0.05819794353335282,0.6220231435407735,0.9544924365429961,0.944514768199264,0.8302949324113191,0.21076369416951668,0.13527062513756985,0.7093176275679856,0.9548232519751642,0.9914777429337857,0.6356502821897078,0.4360053882926504,0.08602797632074856,0.6402190719148,0.8953247360122338,0.1392063776293658,0.8197159634662433,0.997126130480168,0.5405385023346568,0.04409411479075886,0.6209571068215225,0.5545199872367966,0.023738636091951305,0.5755316143959709,0.1501523311015688,0.36752613409244145,0.8538747711230555,0.4572507925959044,0.43375155365668067,0.5007535261882813,0.9552985097756481,0.6079378073529139,0.043229714828918034,0.5550037774933043,0.20377449191772018,0.45891830507612025,0.3818908796769582,0.7685262293599586,0.5044810544609802,0.07734058757841596,0.025890462415235543,0.09168337759428764,0.2920824295923152,0.21903643340770773,0.6294598690541113,0.09200982137609548,0.7013092877301305,0.39963169489330386,0.9195759982294496,0.8379470236368519,0.18223123590643986,0.17015900951502036,0.2861051340293525,0.6207804174386782,0.6855901787325837,0.514547080773313,0.6818020986146502,0.547701922355841,0.39503504648301035,0.7445850824470311,0.47761255367440725,0.8083422157724309,0.7189691853249872,0.8295420921642307,0.6022824065561252,0.717161068908112,0.8988510262620678,0.4932328106348779,0.12581688699736754,0.13093040720084953,0.6488682529603389,0.020287573691874068,0.14580068123958997,0.6232660817596628,0.09100355932219621,0.0803904068733415,0.26586106617890665,0.5803845228088862,0.10172940902136338,0.7682434633632348,0.6532035446268376,0.8550584800588145,0.1972535982763713,0.2342262152444815,8.280985420717238
0.017331415993247706,0.4710508012598075,0.08994113583808262,0.9999999999999999,0.019030793162840454,0.4785738094819566,0.9470031582392676,0.8573974068996298,0.020384303900298106,0.01468369358631897,0.16468334754777586,0.16955525645158112,0.4689340101248447,0.6102641136489595,0.7182534547524647,0.26543093685727853,0.7540958282013317,0.939815315711792,0.9988287750614534,0.7666429779331516,0.4761944462202254,0.02032142152495507,0.3331897778876864,0.43582454806366205,0.8640080865642855,0.0970769332010469,0.40442533275487613,0.6857908936224701,0.8371230613144041,0.9288568685976669,0.9943545565365353,0.9617441170168183,0.43365668947832414,0.6362745565341172,0.4618343003438146,0.225255418617852,0.6928698015060715,0.8915719848631828,0.5812650330638385,0.15241650978111454,0.06252951423745022,0.6945423177088265,0.3732527978375207,0.34096485142532007,0.22408550086806975,0.8178465630053902,0.025944373896703763,0.11008264326942929,0.41041199360398684,0.0680075838308084,0.4971535571376036,0.6231719421561437,0.9570762849971662,0.3963342889017426,0.1695900458767252,0.9242580159219792,0.7072226470170331,0.26716247490224565,0.8428450094864016,0.3533321822179987,0.9351755641982551,0.6892199922742054,0.3663141136117416,0.1695869031612646,0.4298239584131689,0.4715280020729255,0.5051600203238397,0.2908181712549235,0.48336238123368724,0.758451610428012,0.051364634320393,0.5800663555401283,0.2130158971830937,0.20058744618449795,0.0635743378465832,0.5001674070515881,0.21870971707534764,0.39712780642856077,0.1433170332303988,0.4796239167068187,0.9404679643775574,0.6389463311280371,0.10630807636125347,0.265911529538533,0.5512039122070971,0.26001831716508245,0.8437557101335633,0.27840885881783095,0.4583169784347821,0.8608955111060367,0.020348969420187293,0.5926703560089929,0.75005358446318,0.6520149568454543,0.5280240316527187,0.27253114148748564,0.12756843516339106,0.7896514260619106,0.16936955504666049,0.12256174297168636,4.560150257156946
0.3912351350210863,0.25803792800208586,0.5234445151962359,0.2661974216812175,0.25311586958833143,0.03736803749591644,0.6496123738733355,0.06447677011931185,0.3185332678562727,0.33585835860895086,0.33369819427684355,0.7593325986656031,0.6069662530638645,0.8224599721049294,0.09141094973614951,0.20659953295040293,0.6919865221103113,0.597272354293441,0.694574581579909,0.2871178772711721,0.13368475083238743,0.8089185260781554,0.7018488219505461,0.7849706377460193,0.2867815240634125,0.11008126623562334,0.5668486515019735,0.939622915757857,0.5656717373035803,0.030961797534026312,0.010111351297403256,0.6014437256686959,0.26170440121360966,0.8996563377869706,0.9818452545149213,0.8747783376872341,0.146161378120665,0.29448904967295814,0.3476091924545835,0.7067466344308856,0.6890019588830963,0.11746263891365887,0.6544734687465574,0.3926422227791622,0.7786723816178476,0.8363582689388931,0.5757664786828034,0.3663997223843377,0.17707612729701339,0.6322526556969761,0.8265694647030525,0.4522626663299479,0.21137999342890745,0.28136938996786265,0.6525946622688434,0.1726818761204319,0.7794139825544867,0.729347673711244,0.008520074410523595,0.602406070494446,0.8864774125931388,0.9433636001468193,0.868768439305784,0.8588142910538441,0.011428281325725804,0.7476625049613733,0.8105858659269367,0.41830718186940885,0.054597953303908354,0.25831792523947994,0.8497982604924119,0.2853705659087209,0.5156889620906195,0.7906712973317926,0.38417091339181386,0.9079456836419159,0.9346299765600675,0.6248353627627762,0.10003595943516064,0.5004229788408997,0.49018172600200116,0.7657623614325217,0.9725913629029989,0.3152869037419579,0.9399677365189896,0.7962347482014166,0.35891204724425235,0.868911298936022,0.14619296186648736,0.1836641727892884,0.19539950584867732,0.9487534784669907,0.018348591068936708,0.19052654949575323,0.17088956936397362,0.36371839527031835,0.11569502148679432,0.603711872740828,0.26332043255007065,0.7144500642810221,6.122612238711395
0.46338005877302657,0.7776873455933858,0.2836721107766221,0.12470482729287999,0.6653792797802154,0.4974680031989846,0.7160976073097739,0.3312637925942359,0.8448709742099816,0.2880077810324034,0.8373759759320868,0.7833579533983469,0.6785295044397172,0.016112131587107944,0.29460932960602804,0.5287311938011195,0.01918131487668239,0.05511137337009775,0.4056539033677427,0.10212460769069759,0.4066295034345745,0.2828654684952844,0.8348464839348246,0.297332402477589,0.3472550682167191,0.8871108507583466,0.22521191011094865,0.7500193874214152,0.8628812853240732,0.09254427935412333,0.04513203254401844,0.6772895985657548,0.8731257926841587,0.6060032586014908,0.53670555082974,0.18749672993422742,0.06351315934891878,0.390619060653494,0.37303332322251187,0.9074443119921507,0.45596495758879885,0.98356772539005,0.862608980083296,0.9500980430117189,0.49618930750672685,0.6568328373855945,0.6567905158031897,0.7422445733297101,0.6651386525353025,0.31840697812598506,0.5069646249046571,0.09483952655005873,0.29615203874908635,0.49222077527980207,0.7126567514621104,0.5110267479233789,0.5982655610649867,0.24082543543553722,0.24271030113289419,0.7400741415793528,0.21331642675772045,0.4469351298436154,0.411085209357413,0.818071210447744,0.10405905948976293,0.7337026257473566,0.7573965056513008,0.20801492338251698,0.560389379079737,0.1287119697814995,0.0814012642116919,0.6743875477145771,0.49982872803521383,0.5761103117204511,0.2819324265972327,0.6663659576659092,0.34903573808551686,0.6614805696907278,0.13749977009087197,0.7682997254738787,0.07560344247745843,0.5216601806326275,0.701986493689972,0.6855246307036552,0.29745240631340836,0.28491152916024753,0.9352291115181671,0.9726421027918586,0.4661376862346527,0.2542976865821243,0.9635379766095429,0.7175094675963233,0.6332308235283196,0.24531539490116525,0.16943260890438647,0.5003287432954926,0.3747692107602146,0.8900179450623363,0.03902514792800459,0.5876726978967065,9.949519801328467
